,ZONEID,TIMESTAMP,tclw,tciw,SP,r,TCC,10u,10v,2T,SSRD,STRD,TSR,TP,POWER
2012-04-01 17:00:00,1,20120401 17:00,0.020294189,0.0,94707.75,99.67973328,0.937316895,-0.493648529,1.279654503,282.885498,0.0,1147024.0,0.0,0.006750107,0.0
2012-04-01 18:00:00,1,20120401 18:00,0.043617249,0.0,94699.6875,100.2070923,0.970123291,-0.298454285,1.2048769,283.1572266,0.0,1192656.0,0.0,0.006755352,0.0
2012-04-01 19:00:00,1,20120401 19:00,0.047782898,0.0,94733.3125,99.53146362,0.893005371,-0.127774239,1.207766533,283.314209,0.0,1198640.0,0.0,0.006762981,0.0
2012-04-01 20:00:00,1,20120401 20:00,0.043663025,0.0,94749.8125,99.42308044,0.891571045,-0.231093407,1.276310921,283.1843262,0.0,1171472.0,0.0,0.006771564,0.0
2012-04-01 21:00:00,1,20120401 21:00,0.04499054,0.0,94769.0,98.57301331,0.623687744,-0.055418968,1.24878788,283.6530762,66231.0,1114512.0,127774.0,0.006778717,0.006346154
2012-04-01 22:00:00,1,20120401 22:00,0.038860321,0.0,94787.9375,92.12310791,0.83279419,-0.851744652,0.97249794,286.2585449,529989.0,1228288.0,739749.0,0.006783485,0.071538462
2012-04-01 23:00:00,1,20120401 23:00,0.035018921,0.0,94775.25,82.74525452,0.953292847,-1.10296154,0.310311317,288.4182129,1018034.0,1265520.0,1337526.0,0.006790638,0.229166667
2012-04-02 00:00:00,1,20120402 00:00,0.074440002,0.0,94736.125,71.751297,0.9324646,-0.193052292,-0.447573662,290.267334,1499297.0,1370224.0,1878592.0,0.006800652,0.346474359
2012-04-02 01:00:00,1,20120402 01:00,0.112361908,0.0,94746.8125,69.93354797,0.830276489,0.342458725,-1.522831917,291.6049805,1717842.0,1313442.0,2181074.0,0.000191458,0.656858974
2012-04-02 02:00:00,1,20120402 02:00,0.070106506,0.0,94678.875,65.64964294,0.685302734,1.115677834,-1.500989914,292.329834,1608228.0,1347107.0,2141640.0,0.000263393,0.771410256
2012-04-02 03:00:00,1,20120402 03:00,0.067001343,0.0,94608.375,60.07411194,0.768798828,1.774486542,-1.611888885,293.2460938,1801726.0,1380657.0,2278426.0,0.000284642,0.613782051
2012-04-02 04:00:00,1,20120402 04:00,0.058559418,0.0,94533.6875,54.51229858,0.538909912,2.232107162,-1.731534004,294.0068359,1806336.0,1348838.0,2247679.0,0.000296831,0.554807692
2012-04-02 05:00:00,1,20120402 05:00,0.020584106,0.0,94505.9375,51.13789368,0.486816406,2.173001289,-1.898820877,294.362793,1499059.0,1309126.0,1881015.0,0.000296831,0.458910256
2012-04-02 06:00:00,1,20120402 06:00,0.013029099,0.0,94503.8125,48.85609436,0.223648071,2.617418289,-1.667720795,294.494873,1434072.0,1263908.0,1690048.0,0.000296831,0.198269231
2012-04-02 07:00:00,1,20120402 07:00,0.000997543,0.001720667,94518.3125,54.09742737,0.879394531,1.739650726,-1.394080162,293.2600098,727823.0,1171936.0,946913.0,0.000297844,0.085064103
2012-04-02 08:00:00,1,20120402 08:00,0.0,0.002081394,94576.5625,61.20509338,0.548278809,1.671025276,-1.218840599,290.3742676,155666.0,1164633.0,248791.0,0.000297844,0.011474359
2012-04-02 09:00:00,1,20120402 09:00,0.0,0.000666142,94605.375,69.00419617,0.241516113,1.926808357,-0.977911949,288.5097656,0.0,1100191.0,0.0,0.000297844,0.000128205
2012-04-02 10:00:00,1,20120402 10:00,0.0,0.0,94615.625,75.61672974,0.001678467,1.94196701,-0.88630867,287.026123,0.0,1082084.0,0.0,0.000297844,0.0
2012-04-02 11:00:00,1,20120402 11:00,0.0,0.000843048,94632.0625,81.17585754,0.328430176,2.086219788,-1.214301109,285.7568359,0.0,1063540.0,-237.0,0.000297844,0.0
2012-04-02 12:00:00,1,20120402 12:00,0.0,0.009249687,94596.375,85.85069275,0.998077393,1.509296417,-1.51173687,285.1420898,0.0,1059378.0,0.0,0.000297844,0.0
2012-04-02 13:00:00,1,20120402 13:00,0.0,0.007993698,94592.4375,88.47601318,0.956359863,1.73593998,-1.184411049,284.8122559,0.0,1083873.0,0.0,0.000297844,0.0
2012-04-02 14:00:00,1,20120402 14:00,0.0,0.000255585,94570.875,89.45291138,0.062988281,1.65512085,-0.839511871,284.7385254,0.0,1086046.0,0.0,0.000297844,0.0
2012-04-02 15:00:00,1,20120402 15:00,0.0,0.000246286,94567.5625,89.74783325,0.030761719,1.281323433,-0.429141998,285.0100098,0.0,1050745.0,0.0,0.000297844,0.0
2012-04-02 16:00:00,1,20120402 16:00,0.0,0.000763893,94550.3125,91.04507446,0.460205078,0.793845177,-0.549268723,284.3552246,0.0,1049152.0,0.0,0.000297844,0.0
2012-04-02 17:00:00,1,20120402 17:00,0.0,0.001029968,94505.25,92.8611145,0.691802979,0.735485077,-0.478562355,283.9189453,0.0,1048704.0,0.0,0.000297844,0.0
2012-04-02 18:00:00,1,20120402 18:00,0.0,0.007304192,94501.5,94.40144348,0.998077393,1.08981514,-0.340291977,283.6943359,0.0,1042800.0,0.0,0.000297844,0.0
2012-04-02 19:00:00,1,20120402 19:00,0.0,0.010028839,94527.5,94.46244812,0.981964111,1.028477669,-0.348043442,283.6027832,0.0,1066800.0,0.0,0.000297844,0.0
2012-04-02 20:00:00,1,20120402 20:00,0.0,0.007680599,94541.9375,93.76893616,0.987760007,0.946923256,-0.506499291,283.3725586,0.0,1070112.0,0.0,0.000297844,0.0
2012-04-02 21:00:00,1,20120402 21:00,0.000110626,0.0066185,94569.375,91.51298523,0.976409912,0.687250137,-0.374117851,283.8041992,73720.0,1100064.0,119672.0,0.000297844,0.015
2012-04-02 22:00:00,1,20120402 22:00,0.014778137,0.056270599,94632.75,81.69508362,0.937856078,1.19635582,-0.148161888,287.2216797,641191.0,1151280.0,816742.0,0.000399709,0.086282051
2012-04-02 23:00:00,1,20120402 23:00,0.088577271,0.069568634,94631.3125,75.52931213,0.815002441,0.578382492,-0.187961578,289.5822754,1056347.0,1221504.0,1389091.0,0.00058198,0.31525641
2012-04-03 00:00:00,1,20120403 00:00,0.006484985,0.003723145,94624.625,73.05194092,0.205688477,0.025250435,-0.78290081,290.2851562,807825.0,1282480.0,1273402.0,0.000917315,0.514551282
2012-04-03 01:00:00,1,20120403 01:00,0.090919495,0.004615784,94711.4375,63.74136353,0.410125732,0.304481506,-0.324355125,292.1264648,1118809.0,1332577.0,1658497.0,0.0,0.734615385
2012-04-03 02:00:00,1,20120403 02:00,0.018543243,0.000551224,94638.3125,61.38720703,0.029388428,0.283238411,-0.777376175,293.6296387,1902232.0,1352458.0,2380494.0,0.0,0.67525641
2012-04-03 03:00:00,1,20120403 03:00,0.003379822,1.62e-05,94553.0,56.48693848,0.020172119,0.474200249,-1.141389847,295.2561035,2567677.0,1287761.0,2886159.0,0.0,0.618910256
2012-04-03 04:00:00,1,20120403 04:00,0.009621274,0.000975609,94501.0,53.47450256,0.630584717,0.832373619,-1.779151917,296.4643555,2574276.0,1253505.0,2890595.0,0.0,0.514166667
2012-04-03 05:00:00,1,20120403 05:00,0.019654948,0.000321388,94455.25,52.38008118,0.120308459,1.060285568,-2.266139984,296.8830566,1971927.0,1295820.0,2293590.0,0.0,0.436474359
2012-04-03 06:00:00,1,20120403 06:00,0.011550903,0.000240326,94454.5,52.41990662,0.077105761,1.375250816,-2.521197319,296.7573242,1420357.0,1276769.0,1725825.0,0.0,0.248397436
2012-04-03 07:00:00,1,20120403 07:00,0.004472733,0.002069915,94458.5,57.11088562,0.541369915,0.853564262,-1.814124107,295.5336914,750115.0,1254570.0,975726.0,0.0,0.072051282
2012-04-03 08:00:00,1,20120403 08:00,0.001289368,0.001699448,94496.8125,64.27653503,0.506476879,1.117510796,-1.871747017,291.8818359,142991.0,1199181.0,240801.0,0.0,0.012628205
2012-04-03 09:00:00,1,20120403 09:00,0.000507355,1.62e-05,94558.0,69.69038391,0.014354542,1.629550934,-1.718268394,290.1945801,0.0,1213405.0,0.0,0.0,0.000128205
2012-04-03 10:00:00,1,20120403 10:00,0.000286102,0.0,94601.3125,73.78526306,0.0,1.946388245,-1.375206947,289.246582,0.0,1183529.0,0.0,0.0,0.0
2012-04-03 11:00:00,1,20120403 11:00,8.77e-05,0.0,94618.625,78.55267334,0.013397217,1.356401443,-0.374372482,290.1608887,0.0,1178334.0,-24.0,0.0,0.0
2012-04-03 12:00:00,1,20120403 12:00,0.000179291,0.000219345,94629.125,82.16970825,0.261322022,0.164655685,0.213218689,289.3857422,0.0,1175434.0,0.0,0.0,0.0
2012-04-03 13:00:00,1,20120403 13:00,0.000391006,0.001095712,94615.8125,84.65371704,0.846954346,-0.370965004,0.652084351,288.1875,0.0,1177167.0,0.0,0.0,0.0
2012-04-03 14:00:00,1,20120403 14:00,0.001585007,0.001210243,94596.6875,87.6469574,0.754592896,-0.744955063,0.975700378,286.7709961,0.0,1172994.0,0.0,0.0,0.0
2012-04-03 15:00:00,1,20120403 15:00,0.001674652,0.000205994,94572.5625,88.60574341,0.484634399,-0.71096611,1.17579174,286.3623047,0.0,1165952.0,0.0,0.0,0.0
2012-04-03 16:00:00,1,20120403 16:00,0.001039505,0.000116184,94561.5,89.32965088,0.240020752,-0.62700367,1.231590271,286.2119141,0.0,1177296.0,0.0,0.0,0.0
2012-04-03 17:00:00,1,20120403 17:00,0.00044632,3.88e-05,94540.3125,89.59869385,0.061553955,-0.566163063,1.18297863,285.9753418,0.0,1148688.0,0.0,0.0,0.0
2012-04-03 18:00:00,1,20120403 18:00,0.000974655,0.0,94541.5625,89.66564941,0.019714355,-0.841594696,1.268485069,285.248291,0.0,1145232.0,0.0,0.0,0.0
2012-04-03 19:00:00,1,20120403 19:00,0.004112244,0.0,94596.625,89.57183838,0.068725586,-1.345306396,1.635280609,284.6279297,0.0,1138288.0,0.0,0.0,0.0
2012-04-03 20:00:00,1,20120403 20:00,0.010818481,5.87e-06,94638.875,88.2918396,0.225982666,-1.129434586,1.474434853,285.1804199,0.0,1177040.0,0.0,0.0,0.0
2012-04-03 21:00:00,1,20120403 21:00,0.014381409,0.000109673,94693.25,86.52755737,0.540039063,-0.956645012,1.390478134,286.3483887,61764.0,1160400.0,119848.0,0.0,0.016730769
2012-04-03 22:00:00,1,20120403 22:00,0.015798569,0.000138223,94739.5,79.65402222,0.209838867,-1.25841713,1.512768745,289.4865723,655612.0,1246432.0,854204.0,0.0,0.213653846
2012-04-03 23:00:00,1,20120403 23:00,0.017446518,0.000166759,94767.4375,73.37730408,0.310333252,-1.547785759,0.818566322,292.1496582,1333439.0,1294544.0,1607293.0,0.0,0.565384615
2012-04-04 00:00:00,1,20120404 00:00,0.015972137,0.000160664,94768.5625,68.80641174,0.306854248,-1.731227875,-0.165064812,294.003418,1831006.0,1311536.0,2174032.0,0.0,0.708782051
2012-04-04 01:00:00,1,20120404 01:00,0.012851715,6.1e-05,94739.5625,68.20748901,0.505828857,-2.060939789,-0.942290306,294.9448242,2308175.0,1309768.0,2664195.0,0.0,0.754102564
2012-04-04 02:00:00,1,20120404 02:00,0.053970337,7.74e-05,94668.75,63.23384094,0.658721924,-1.492095947,-2.201024055,296.2089844,2638639.0,1362414.0,3006930.0,0.0,0.745897436
2012-04-04 03:00:00,1,20120404 03:00,0.106140137,2.22e-05,94615.5625,59.04519653,0.638214111,-0.417736054,-2.744015694,296.8547363,2486955.0,1312594.0,2900354.0,0.000171244,0.68275641
2012-04-04 04:00:00,1,20120404 04:00,0.068321228,0.0,94575.9375,57.8502655,0.495758057,-0.11923027,-2.499527931,296.7788086,1651181.0,1384860.0,2153947.0,0.000191182,0.521025641
2012-04-04 05:00:00,1,20120404 05:00,0.077926636,0.0,94571.0625,57.43788147,0.50881958,-0.331121445,-2.033520699,296.875,1549673.0,1389398.0,1982274.0,0.000228167,0.338461538
2012-04-04 06:00:00,1,20120404 06:00,0.087532043,0.0,94606.25,60.91053772,0.534576416,-1.089712143,-1.715860367,296.3208008,1011792.0,1384834.0,1405337.0,0.000302613,0.209935897
2012-04-04 07:00:00,1,20120404 07:00,0.043708801,0.0,94649.375,68.15542603,0.343765259,-2.120662689,-1.250066757,295.2612305,662095.0,1317604.0,907514.0,0.000314504,0.048589744
2012-04-04 08:00:00,1,20120404 08:00,0.019561768,0.0,94697.9375,74.81019592,0.194549561,-2.506884575,-0.9520998,293.0314941,92477.0,1269424.0,194836.0,0.000316918,0.014423077
2012-04-04 09:00:00,1,20120404 09:00,0.014076233,0.0,94759.375,78.23286438,0.118179321,-2.666511536,-0.791671753,291.9020996,0.0,1262340.0,0.0,0.000317276,6.41e-05
2012-04-04 10:00:00,1,20120404 10:00,0.006422043,0.0,94842.6875,81.70762634,0.182647705,-2.406463623,-0.427889824,290.9040527,0.0,1238848.0,0.0,0.000318944,0.0
2012-04-04 11:00:00,1,20120404 11:00,0.003377914,0.0,94878.75,86.10977173,0.057830811,-1.854642868,0.161747932,289.7800293,0.0,1223338.0,-64.0,0.000318944,0.0
2012-04-04 12:00:00,1,20120404 12:00,0.002550125,0.0,94915.625,89.25956726,0.076721191,-1.694310188,1.046178818,288.4736328,0.0,1201672.0,0.0,0.000318289,0.0
2012-04-04 13:00:00,1,20120404 13:00,0.002475739,0.0,94899.3125,92.25909424,0.093658447,-0.997034073,1.563719749,288.0168457,0.0,1219530.0,0.0,0.000318289,0.0
2012-04-04 14:00:00,1,20120404 14:00,0.00144577,0.0,94877.0625,94.63748169,0.09828186,-0.880581856,1.740345001,287.2346191,0.0,1176272.0,0.0,0.000318289,0.0
2012-04-04 15:00:00,1,20120404 15:00,0.001073837,0.0,94865.875,95.72532654,0.082489014,-1.008526802,1.627788544,286.7802734,0.0,1169616.0,0.0,0.000318289,0.0
2012-04-04 16:00:00,1,20120404 16:00,0.000911713,0.0,94844.125,96.95019531,0.052642822,-1.074121475,1.613736153,286.3530273,0.0,1159280.0,0.0,0.000318289,0.0
2012-04-04 17:00:00,1,20120404 17:00,0.001750946,0.0,94828.6875,97.82765198,0.103973389,-1.045578957,1.592356682,286.065918,0.0,1156752.0,0.0,0.000318289,0.0
2012-04-04 18:00:00,1,20120404 18:00,0.006561279,0.0,94848.375,98.55740356,0.336364746,-0.995844841,1.530291557,285.892334,0.0,1164480.0,0.0,0.00031957,0.0
2012-04-04 19:00:00,1,20120404 19:00,0.022407532,0.0,94900.3125,99.41627502,0.982116699,-0.884967804,1.195948601,286.3144531,0.0,1221984.0,0.0,0.000325203,0.0
2012-04-04 20:00:00,1,20120404 20:00,0.039142609,0.0,94951.1875,99.61083984,1.0,-0.823866844,1.079847336,286.5805664,0.0,1261648.0,0.0,0.000330776,0.0
2012-04-04 21:00:00,1,20120404 21:00,0.048976898,0.0,94990.375,98.85044861,1.0,-1.112315178,1.445384979,287.4777832,47699.0,1326784.0,107602.0,0.000342518,0.001346154
2012-04-04 22:00:00,1,20120404 22:00,0.025643826,0.0,95050.125,90.84634399,0.940002441,-1.48052597,1.454460144,289.0192871,412031.0,1344656.0,663550.0,0.000353485,0.018397436
2012-04-04 23:00:00,1,20120404 23:00,0.013049126,0.0,95084.375,85.20581055,0.813079834,-1.542251587,0.878116608,290.6987305,935461.0,1379808.0,1302533.0,0.000354201,0.050641026
2012-04-05 00:00:00,1,20120405 00:00,0.001777649,0.0,95082.625,80.23246765,0.426773071,-1.356940269,0.396690369,292.5996094,1706868.0,1334256.0,2074960.0,0.000354201,0.065833333
2012-04-05 01:00:00,1,20120405 01:00,0.06086731,0.0,95052.8125,70.63244629,0.890716553,-1.270461082,-0.842893601,294.7202148,2025142.0,1372377.0,2425359.0,0.0,0.114807692
2012-04-05 02:00:00,1,20120405 02:00,0.169647217,0.0,94967.5,64.94113159,0.975891113,-0.369400978,-1.674007416,296.1906738,2244423.0,1392129.0,2674759.0,0.000341699,0.143910256
2012-04-05 03:00:00,1,20120405 03:00,0.095085144,0.0,94903.125,63.52468872,0.672851563,-0.486637116,-1.19473362,296.0197754,1215453.0,1425169.0,1865216.0,0.000348255,0.291666667
2012-04-05 04:00:00,1,20120405 04:00,0.032864466,0.0,94851.0,61.86503601,0.414886475,-0.842734337,-0.715948105,296.4638672,1464565.0,1469080.0,2015703.0,0.000360429,0.530576923
2012-04-05 05:00:00,1,20120405 05:00,0.035816915,0.0,94812.4375,59.62223816,0.242370606,-0.986803055,-0.642158508,296.8039551,1515244.0,1408728.0,1947598.0,0.000369102,0.43474359
2012-04-05 06:00:00,1,20120405 06:00,0.037246704,0.0,94827.5,58.77349854,0.360107422,-1.225887299,-1.052643776,296.7077637,1140958.0,1330110.0,1480359.0,0.000370115,0.194487179
2012-04-05 07:00:00,1,20120405 07:00,0.028202057,0.0,94863.1875,62.03182983,0.298995972,-1.168458939,-1.2263937,295.8510742,622721.0,1337253.0,860797.0,0.000369608,0.057179487
2012-04-05 08:00:00,1,20120405 08:00,0.012613297,0.0,94891.9375,67.90325928,0.186706543,-1.388213158,-1.463539124,293.0834961,111934.0,1273794.0,209982.0,0.000369608,0.012564103
2012-04-05 09:00:00,1,20120405 09:00,0.004989624,0.0,94964.6875,70.86979675,0.053314209,-1.801319122,-1.140231133,292.1333008,0.0,1277807.0,0.0,0.000369608,6.41e-05
2012-04-05 10:00:00,1,20120405 10:00,0.007600784,0.0,95043.9375,73.94673157,0.046112061,-2.277619362,-0.392104149,291.1401367,0.0,1223575.0,0.0,0.000369608,0.0
2012-04-05 11:00:00,1,20120405 11:00,0.009542465,0.0,95076.1875,79.42721558,0.138580322,-2.343209267,-0.060688972,290.2980957,0.0,1217936.0,-189.0,0.00037241,0.0
2012-04-05 12:00:00,1,20120405 12:00,0.007974625,0.0,95102.1875,84.03846741,0.153213501,-1.854221344,0.230442047,289.3503418,0.0,1213621.0,0.0,0.000373393,0.0
2012-04-05 13:00:00,1,20120405 13:00,0.006184578,0.0,95069.125,87.41564941,0.089691162,-1.450204849,0.814248085,288.2937012,0.0,1198757.0,0.0,0.000373781,0.0
2012-04-05 14:00:00,1,20120405 14:00,0.006626129,0.0,95051.4375,90.32780457,0.078826904,-1.293736458,1.136377335,287.598877,0.0,1178768.0,0.0,0.000374794,0.0
2012-04-05 15:00:00,1,20120405 15:00,0.006381989,0.0,95032.1875,92.24432373,0.151885986,-1.167197227,0.95266819,287.6252441,0.0,1214480.0,0.0,0.00037545,0.0
2012-04-05 16:00:00,1,20120405 16:00,0.004621506,0.0,94997.0,93.60044861,0.135559082,-1.218704224,1.066754341,287.0065918,0.0,1182336.0,0.0,0.00037545,0.0
2012-04-05 17:00:00,1,20120405 17:00,0.00645585,0.0,94966.375,94.3170929,0.152648926,-1.04784584,1.185034752,286.6364746,0.0,1189856.0,0.0,0.000376165,0.0
2012-04-05 18:00:00,1,20120405 18:00,0.009487152,0.0,94968.125,95.2102356,0.18661499,-1.013585091,1.261163712,286.1865234,0.0,1175504.0,0.0,0.000378579,0.0
2012-04-05 19:00:00,1,20120405 19:00,0.011852264,0.0,94996.0625,95.55491638,0.194366455,-0.952600479,1.193256378,286.2133789,0.0,1201472.0,0.0,0.000381708,0.0
2012-04-05 20:00:00,1,20120405 20:00,0.012638092,0.0,95025.0,95.66464233,0.270050049,-1.003707886,1.385773659,285.628418,0.0,1163632.0,0.0,0.00038448,0.0
2012-04-05 21:00:00,1,20120405 21:00,0.011517525,0.0,95018.3125,95.60652161,0.210449219,-0.711614609,1.103033066,286.7290039,63608.0,1176464.0,117112.0,0.000387609,0.015897436
2012-04-05 22:00:00,1,20120405 22:00,0.003065109,0.0,95030.8125,87.84429932,0.236495972,-1.269030571,0.735164642,288.8203125,633704.0,1204560.0,831481.0,0.000389367,0.196153846
2012-04-05 23:00:00,1,20120405 23:00,0.002170563,0.0,95024.625,81.16828918,0.134017944,-1.131651878,-0.104237557,290.652832,1361642.0,1205024.0,1620838.0,0.000390023,0.573717949
2012-04-06 00:00:00,1,20120406 00:00,0.001787186,0.0,94983.0,76.79664612,0.041412354,-1.092358589,-0.636347771,292.0478516,1817949.0,1228096.0,2152265.0,0.000390023,0.665961538
2012-04-06 01:00:00,1,20120406 01:00,0.00188446,0.0,94917.0625,72.10778809,0.033630371,-0.530202866,-1.497364998,294.0063477,2441478.0,1248743.0,2745807.0,0.0,0.765705128
2012-04-06 02:00:00,1,20120406 02:00,0.011533737,0.0,94830.9375,67.74797058,0.117889404,0.347594261,-2.276397705,295.4501953,2685522.0,1277951.0,3003069.0,0.0,0.685769231
2012-04-06 03:00:00,1,20120406 03:00,0.111858368,0.000327587,94739.6875,63.4178772,0.452758789,1.775917053,-2.699770927,296.3278809,2392083.0,1344331.0,2783191.0,8.41e-05,0.592051282
2012-04-06 04:00:00,1,20120406 04:00,0.103549957,0.005903244,94672.875,61.13749695,1.0,2.369630814,-2.508481979,296.5,1677136.0,1367994.0,2140959.0,0.000151753,0.57025641
2012-04-06 05:00:00,1,20120406 05:00,0.074653625,0.004585266,94610.0,60.53059387,0.98739624,2.191403389,-2.405546188,296.2231445,1040770.0,1344592.0,1500441.0,0.000160366,0.401153846
2012-04-06 06:00:00,1,20120406 06:00,0.047246117,0.002923727,94591.0625,59.35743713,0.941725075,2.275777817,-2.539503098,296.4702148,1132104.0,1410681.0,1437775.0,0.000194341,0.211410256
2012-04-06 07:00:00,1,20120406 07:00,0.031680245,0.001905747,94574.8125,63.44313049,0.888637424,1.371965408,-1.80443573,295.2971191,533447.0,1271549.0,765190.0,0.000195354,0.073846154
2012-04-06 08:00:00,1,20120406 08:00,0.024820328,0.00202636,94605.8125,67.36553955,0.968626678,1.414550781,-1.694457054,293.520752,108096.0,1298522.0,187823.0,0.000195384,0.017371795
2012-04-06 09:00:00,1,20120406 09:00,0.002949715,0.003051999,94617.125,70.7880249,0.891421497,1.2977705,-1.700605392,292.5893555,0.0,1299349.0,0.0,0.000195384,6.41e-05
2012-04-06 10:00:00,1,20120406 10:00,0.002277374,0.00361815,94615.25,73.89990234,0.999031007,1.162963867,-1.870576859,291.3737793,0.0,1224630.0,0.0,0.000195384,0.0
2012-04-06 11:00:00,1,20120406 11:00,0.000923157,0.00958252,94584.4375,74.99969482,1.0,0.910897255,-2.242650986,290.9094238,0.0,1212944.0,119.0,0.000195384,0.0
2012-04-06 12:00:00,1,20120406 12:00,0.00069809,0.009273529,94525.875,74.61651611,0.994219184,0.967316628,-2.66602993,290.8898926,0.0,1217774.0,0.0,0.000195384,0.0
2012-04-06 13:00:00,1,20120406 13:00,0.004341125,0.009452835,94478.5,74.10624695,0.617780924,1.407344818,-2.704147339,290.7421875,0.0,1211296.0,0.0,0.000195384,0.0
2012-04-06 14:00:00,1,20120406 14:00,0.022224426,0.007098921,94441.6875,73.83277893,0.753984511,2.128288269,-2.42766571,290.6555176,0.0,1219820.0,0.0,0.000195384,0.0
2012-04-06 15:00:00,1,20120406 15:00,0.0078125,0.011562347,94409.0,72.84675598,0.824641705,2.799093246,-2.388338089,290.9294434,0.0,1268352.0,0.0,0.000195384,0.0
2012-04-06 16:00:00,1,20120406 16:00,0.003036499,0.002880096,94412.75,73.23968506,0.343079686,3.923478127,-1.819106102,290.7749023,0.0,1231760.0,0.0,0.000195742,0.0
2012-04-06 17:00:00,1,20120406 17:00,0.0,0.002267838,94417.4375,77.68132019,0.383270264,4.13242054,-0.199350357,289.8491211,0.0,1179968.0,0.0,0.000195742,0.0
2012-04-06 18:00:00,1,20120406 18:00,0.0,0.001239777,94450.375,73.77723694,0.352752686,3.394238472,0.282260895,288.7648926,0.0,1149200.0,0.0,0.000195742,0.0
2012-04-06 19:00:00,1,20120406 19:00,0.0,0.0,94491.5625,63.90968323,0.0,2.638450623,-0.437296867,287.4858398,0.0,1110032.0,0.0,0.000195742,0.0
2012-04-06 20:00:00,1,20120406 20:00,0.0,0.0,94569.875,56.76290894,0.0,2.842995644,-0.634771347,286.1608887,0.0,1034544.0,0.0,0.000195742,0.0
2012-04-06 21:00:00,1,20120406 21:00,0.0,0.0,94660.4375,58.24838257,0.0,2.334516525,-0.585645676,284.9162598,69275.0,926000.0,108069.0,0.000195742,0.0125
2012-04-06 22:00:00,1,20120406 22:00,0.0,0.0,94743.25,58.80953979,0.0,2.046388626,-0.634778976,286.7661133,724666.0,953584.0,818247.0,0.000195742,0.248333333
2012-04-06 23:00:00,1,20120406 23:00,0.0,0.0,94793.5625,51.72666931,0.0,0.984120369,-0.440719307,288.3752441,1494470.0,973872.0,1590526.0,0.000195742,0.646666667
2012-04-07 00:00:00,1,20120407 00:00,0.0,0.0,94791.6875,47.13150024,0.0,0.373238564,-0.86402911,289.9277344,2156394.0,1000912.0,2243088.0,0.000195742,0.78025641
